4302650,5002810,4645410.0,255403.052168808,5202330,7003610,6045750.0,580679.2462280703
3402210,4502190,3730902.8571428573,391708.22981668694,4302740,6803220,5845844.285714285,738550.6693683851
3102420,3902130,3373741.4285714286,249021.78272068442,4802550,6803410,5474298.571428572,669387.7263467516

3302270,5102840,3859637.1428571427,560378.4182831732,4702120,8103830,5960050.0,1028443.9606790167
3402210,4502190,3730902.8571428573,391708.22981668694,4302740,6803220,5845844.285714285,738550.6693683851
2702400,4602240,3716627.1428571427,666329.0973195557,3402840,7403480,5845921.428571428,1309377.0169100438

3402210,4502190,3730902.8571428573,391708.22981668694,4302740,6803220,5845844.285714285,738550.6693683851
3302200,5802180,4359501.428571428,781685.9352054117,5302640,8903220,6874595.714285715,1175755.265798568
3802800,5001900,4373820.0,395105.9492989552,4002870,6703270,5388484.285714285,1004999.490019162

3502240,6502700,4445415.714285715,891095.9852396396,4702900,8504100,6260385.714285715,1131515.9745839983
3402210,4502190,3730902.8571428573,391708.22981668694,4302740,6803220,5845844.285714285,738550.6693683851
1902470,4102620,3173991.4285714286,620459.9274139552,3602330,6203330,4845775.714285715,750261.5654719959
3202240,7303560,4588341.428571428,1211565.471651433,4603100,11304500,7274690.0,2153791.299048527
2902630,4602660,3988320.0,499745.8843395168,3402090,7003090,5717267.142857143,1171998.1697293643
1702380,4202120,3388142.8571428573,771672.178633875,3802750,6303490,5146068.571428572,922653.0867237243

3402210,4502190,3730902.8571428573,391708.22981668694,4302740,6803220,5845844.285714285,738550.6693683851
2702900,7203340,4945620.0,1262583.652255508,2702900,11004580,6360462.857142857,2310679.1042135167
4302340,9703260,5373964.285714285,1786540.025307155,5202380,9703260,7288840.0,1326288.9993188835
