1041480,3042300,1887457.142857143,674909.4421521472,2642040,6883100,4482527.142857143,1406277.8060409208
801230,1521640,1189828.5714285714,297715.27521771396,1681870,3202200,2687734.285714286,568763.71222044
561340,961100,732731.4285714285,131173.50804276334,1201500,2802300,2116064.285714286,502281.84045718913

1121430,1761540,1430045.7142857143,198019.4802723887,2161640,5043220,3316505.714285714,1089790.0754189463
801230,1521640,1189828.5714285714,297715.27521771396,1681870,3202200,2687734.285714286,568763.71222044
800890,1681650,1064180.0,295549.4355554462,1841650,3682540,2962095.714285714,619922.2741799892

801230,1521640,1189828.5714285714,297715.27521771396,1681870,3202200,2687734.285714286,568763.71222044
641010,1681610,1087078.5714285714,396411.232449643,2082000,4322420,3316552.8571428573,793155.909006443
641210,1761680,1144264.2857142857,364743.0442245665,1281520,4642650,2642031.4285714286,1266676.6885879934

801430,3121790,1750148.5714285714,738850.4471799142,1601560,6482930,3979452.8571428573,1840605.0227397224
801230,1521640,1189828.5714285714,297715.27521771396,1681870,3202200,2687734.285714286,568763.71222044
481280,1041090,789697.1428571428,173275.7862660633,1441700,4162040,2253212.8571428573,916714.0409514578
1041660,2881710,1853130.0,714967.4412966549,2322320,6643300,4414011.428571428,1400712.6375877243
721240,2161850,1315761.4285714286,456413.2420899968,2081560,3601990,2950462.8571428573,475164.1685238688
561290,1441920,927092.8571428572,283436.08015687397,721170,3762130,2024481.4285714286,951371.6746651133

801230,1521640,1189828.5714285714,297715.27521771396,1681870,3202200,2687734.285714286,568763.71222044
961690,2321650,1715872.857142857,474067.4308189346,1761780,4162070,3236394.285714286,782647.0466830068
1761500,4882600,2596162.8571428573,1003068.2824743899,3442240,5282750,4322477.142857143,692352.8869156308
