1080,200860,101101.42857142857,75506.1676626621,1100,301220,136845.7142857143,102481.36023647602
1130,201030,136715.7142857143,74138.67177837234,51380,351320,179661.42857142858,88030.04818624984
1080,200860,108224.28571428571,72744.03556446453,1360,200860,150978.57142857142,70536.93266217176

1090,200860,136814.2857142857,63797.398034076345,1090,200860,143870.0,67680.28284304289
1130,201030,136715.7142857143,74138.67177837234,51380,351320,179661.42857142858,88030.04818624984
1080,200860,129565.71428571429,74825.60330664953,101080,200860,151052.85714285713,46124.51400108986

1130,201030,136715.7142857143,74138.67177837234,51380,351320,179661.42857142858,88030.04818624984
1160,200860,115337.14285714286,78757.58806331629,1160,200860,122465.71428571429,83758.80266867355
1080,200860,136720.0,74106.82231944447,51320,200860,151058.57142857142,53257.200298865406

1350,200860,150995.7142857143,70525.8319153127,1350,200860,158134.2857142857,67594.30065939475
1130,201030,136715.7142857143,74138.67177837234,51380,351320,179661.42857142858,88030.04818624984
1080,200860,129571.42857142857,69883.39153364624,1080,200860,143875.7142857143,67686.10573968694
200860,251080,208081.42857142858,17554.46254096208,200860,251260,208107.14285714287,17617.44809985318
101370,200860,172414.2857142857,36247.618978805396,101370,200860,179520.0,36252.09944659363
1080,151050,86882.85714285714,58034.907651537185,1080,200860,108234.28571428571,77506.70346255641

1130,201030,136715.7142857143,74138.67177837234,51380,351320,179661.42857142858,88030.04818624984
51130,200860,179470.0,52394.58559813218,200860,200860,200860.0,0.0
101080,200860,172420.0,36301.29277509077,151050,200860,186668.57142857142,22438.743553169323
